date,abstra,title,ul,cw,rsw,kw,label
2020/5/24 15:38:43,联想部队火热的练兵场，军队代表委员深切感到，练兵备战已成为全军官兵愈发聚力的主责主业。,军队代表委员：扛起新时代练兵备战的历史责任,http://news.china.com.cn/2020-05/24/content_76084161.htm,"['联想', '部队', '火热', '的', '练兵场', '，', '军队', '代表', '委员', '深切', '感到', '，', '练兵', '备战', '已', '成为', '全军', '官兵', '愈发', '聚力', '的', '主责', '主业', '。']","['联想', '部队', '火热', '练兵场', '军队', '代表', '委员', '深切', '感到', '练兵', '备战', '全军', '官兵', '愈发', '聚力', '主责', '主业']","['主责', '部队', '聚力', '愈发', '官兵']",其它
2020/5/11 8:11:05,近日，中国人民解放军东部战区官方账号发布消息，继无人机之外，又有一款无人装备——新型战斗侦察型无人作战车辆UGV已经服役。,我军无人战车正式服役！外形小巧却显示惊人杀伤力,http://news.china.com.cn/2020-05/11/content_76028966.htm,"['近日', '，', '中国人民解放军', '东部', '战区', '官方', '账号', '发布', '消息', '，', '继', '无人机', '之外', '，', '又', '有', '一', '款', '无人', '装备', '——', '新型', '战斗', '侦察', '型', '无人', '作战', '车辆', 'UG', 'V', '已经', '服役', '。']","['近日', '中国人民解放军', '东部', '战区', '官方', '账号', '发布', '消息', '继', '无人机', '之外', '款', '无人', '装备', '新型', '侦察', '型', '无人', '作战', '车辆', 'UG', 'V', '服役']","['无人', '已经', '—', '中国', 'UGV']",其它
2020/5/8 17:38:43,2020年5月8日13时49分，我国新一代载人飞船试验船返回舱在轨飞行2天19小时后，在东风着陆场预定区域成功着陆，试验取得圆满成功。,我国新一代载人飞船试验船成功返回！这些黑科技为它护航,http://news.china.com.cn/2020-05/08/content_76021655.htm,"['2020年5月8日', '13时49分', '，', '我国', '新一代', '载人', '飞船', '试验', '船', '返回舱', '在轨', '飞行', '2天', '19小时', '后', '，', '在', '东风着陆场', '预定', '区域', '成功', '着陆', '，', '试验', '取得', '圆满', '成功', '。']","['2020年5月8日', '13时49分', '我国', '新一代', '载人', '飞船', '试验', '船', '返回舱', '在轨', '飞行', '2天', '19小时', '东风着陆场', '预定', '区域', '成功', '着陆', '试验', '圆满', '成功']","['试验', '着陆', '年', '成功', '预定']",其它
2020/4/28 0:05:58,不历三分险，难练一身胆。挑战风险是一种对战斗力的投资。,训练不怕风险 打仗多道保险,http://news.china.com.cn/2020-04/28/content_75983485.htm,"['不历三分险', '，', '难', '练', '一身', '胆', '。', '挑战', '风险', '是', '一种', '对', '战斗力', '的', '投资', '。']","['不历三分险', '难', '练', '一身', '胆', '挑战', '风险', '一种', '战斗力', '投资']","['战斗力', '风险', '一身', '历', '一种']",其它
2020/4/5 16:20:07,4月3日，钱江晚报记者赶到位于杭州安贤陵园的王伟烈士墓前，祭扫献花。19年前中美撞机事件中，王伟驾驶的是歼-8II战斗机。去年清明节，王伟墓前，鲜花堆得满满的，每一束，都是对英雄深深的思念。,王伟墓前有人送来了歼20模型,http://news.china.com.cn/2020-04/05/content_75897800.htm,"['4月3日', '，', '钱江晚报', '记者', '赶到', '位于', '杭州安贤陵园', '的', '王伟', '烈士', '墓', '前', '，', '祭扫', '献花', '。', '19年', '前', '中美', '撞机', '事件', '中', '，', '王伟', '驾驶', '的', '是', '歼', '-', '8', 'II', '战斗机', '。', '去年清明节', '，', '王伟墓', '前', '，', '鲜花', '堆', '得', '满满', '的', '，', '每', '一', '束', '，', '都是', '对', '英雄', '深深', '的', '思念', '。']","['4月3日', '钱江晚报', '记者', '赶到', '位于', '杭州安贤陵园', '王伟', '烈士', '墓', '前', '祭扫', '献花', '19年', '前', '中美', '撞机', '事件', '中', '王伟', '驾驶', '歼', 'II', '战斗机', '去年清明节', '王伟墓', '前', '鲜花', '堆', '满满', '束', '都是', '英雄', '深深', '思念']","['王伟', '深深', '8II', '年前', '祭扫']",其它
2020/3/10 11:04:59,3月10日，空军发布新年度飞行训练影像志《2020，奋飞在春天》。,空军发布最新宣传片 歼20歼16歼10C教10罕见同框,http://news.china.com.cn/2020-03/10/content_75795739.htm,"['3月10日', '，', '空军', '发布', '新', '年度', '飞行', '训练', '影像', '志', '《', '2020', '，', '奋飞', '在', '春天', '》', '。']","['3月10日', '空军', '发布', '新', '年度', '飞行', '训练', '影像', '志', '2020', '奋飞', '春天']","['奋飞', '月', '2020', '志', '影像']",其它
2020/1/19 4:09:38,该机已经完成地面的综合测试，按照计划即将进行首次试飞。,美国隐形靶机即将试飞 专门用于模拟歼20苏57战斗机,"http://military.china.com.cn/2020-01/19/content_75627425_2.htm""}","['该机', '已经', '完成', '地面', '的', '综合', '测试', '，', '按照', '计划', '即将', '进行', '首次', '试飞', '。']","['该机', '地面', '综合', '测试', '计划', '首次', '试飞']","['首次', '已经', '进行', '即将', '计划']",其它
2020/1/17 4:29:13,台空军嘉义第四联队的F－16V战斗机执行紧急起飞拦截战备任务。,台军F-16V首次执行拦截战备任务 一款新导弹曝光,http://military.china.com.cn/2020-01/17/content_75621695_6.htm,"['台', '空军嘉义第四联队', '的', 'F', '－', '16V', '战斗机', '执行', '紧急', '起飞', '拦截', '战备', '任务', '。']","['台', '空军嘉义第四联队', 'F', '16V', '战斗机', '执行', '紧急', '起飞', '拦截', '战备']","['战备', '空军', '拦截', '起飞', '紧急']",拦截
2020/1/6 17:34:05,记者从国家国防科技工业局获悉，日前，2019年度国防科技工业十大新闻揭晓，突出反映了2019年我国在国防科技工业领域所取得的丰硕成果。TAC1安装标段工程是国际热核聚变实验堆托卡马克装置最重要的核心设备安装工程，其重要性相当于核电站的反应堆、人体的心脏。,2019年度国防科技工业十大新闻揭晓 反映哪些成果？,http://news.china.com.cn/2020-01/06/content_75583770.htm,"['记者', '从', '国家国防科技工业局', '获悉', '，', '日前', '，', '2019年度', '国防', '科技', '工业', '十大', '新闻', '揭晓', '，', '突出', '反映', '了', '2019年', '我国', '在', '国防', '科技', '工业', '领域', '所', '取得', '的', '丰硕', '成果', '。', 'TA', 'C', '1', '安装', '标段', '工程', '是', '国际', '热核', '聚变', '实验', '堆', '托', '卡', '马克', '装置', '最', '重要', '的', '核心', '设备', '安装', '工程', '，', '其', '重要性', '相当于', '核电站', '的', '反应堆', '、', '人体', '的', '心脏', '。']","['记者', '国家国防科技工业局', '获悉', '日前', '2019年度', '国防', '科技', '工业', '十大', '新闻', '揭晓', '2019年', '我国', '国防', '科技', '工业', '领域', '丰硕', '成果', 'TA', 'C', '安装', '标段', '工程', '国际', '热核', '聚变', '实验', '堆', '托', '卡', '马克', '装置', '核心', '设备', '安装', '工程', '重要性', '相当于', '核电站', '反应堆', '人体', '心脏']","['2019', '国防', '人体', '安装', '丰硕']",国防
2020/1/5 20:35:47,2019年新华社年度照片。,2019年新华社年度照片,http://news.china.com.cn/2020-01/05/content_75580544.htm,"['2019年', '新华社', '年度', '照片', '。']","['2019年', '新华社', '年度', '照片']","['年度', '年', '新华社', '照片', '2019']",其它
